File Name,File Size,Zipped File Size,Compression Ratio (Non-BWT Text),,File Size,Zipped BWT File Size,Compression Ratio (BWT Text)
,25000,11570,2.160760588,,25000,11569,2.160947359
,25000,11555,2.163565556,,25000,11539,2.16656556
,25000,11560,2.162629758,,25000,11562,2.162255665
,25000,11500,2.173913043,,25000,11530,2.168256722
,25000,11560,2.162629758,,25000,11544,2.165627166
,25000,11528,2.168632894,,25000,11551,2.164314778
,25000,11544,2.165627166,,25000,11540,2.166377816
,25000,11522,2.169762194,,25000,11558,2.16300398
,25000,11534,2.167504769,,25000,11534,2.167504769
,25000,11551,2.164314778,,25000,11563,2.162068667
,25000,11554,2.163752813,,25000,11535,2.167316862
,25000,11535,2.167316862,,25000,11547,2.165064519
,25000,11528,2.168632894,,25000,11531,2.168068684
,25000,11528,2.168632894,,25000,11535,2.167316862
,25000,11538,2.166753337,,25000,11515,2.171081198
,25000,11517,2.170704176,,25000,11544,2.165627166
,25000,11556,2.163378332,,25000,11546,2.165252035
,25000,11546,2.165252035,,25000,11529,2.168444791
,25000,11567,2.161320999,,25000,11556,2.163378332
,25000,11555,2.163565556,,25000,11534,2.167504769
,25000,11529,2.168444791,,25000,11555,2.163565556
,25000,11525,2.169197397,,25000,11552,2.164127424
,25000,11557,2.16319114,,25000,11550,2.164502165
,25000,11504,2.173157163,,25000,11535,2.167316862
,25000,11517,2.170704176,,25000,11514,2.171269759
,25000,11555,2.163565556,,25000,11554,2.163752813
,25000,11534,2.167504769,,25000,11556,2.163378332
,25000,11526,2.169009197,,25000,11522,2.169762194
,25000,11523,2.169573896,,25000,11549,2.164689584
,25000,11562,2.162255665,,25000,11520,2.170138889
,25000,11542,2.166002426,,25000,11561,2.162442695
,25000,11511,2.171835635,,25000,11525,2.169197397
,25000,11538,2.166753337,,25000,11546,2.165252035
,25000,11562,2.162255665,,25000,11542,2.166002426
,25000,11556,2.163378332,,25000,11549,2.164689584
,25000,11547,2.165064519,,25000,11528,2.168632894
,25000,11552,2.164127424,,25000,11540,2.166377816
,25000,11542,2.166002426,,25000,11525,2.169197397
,25000,11527,2.168821029,,25000,11541,2.166190105
,25000,11560,2.162629758,,25000,11527,2.168821029
,25000,11543,2.16581478,,25000,11549,2.164689584
,25000,11561,2.162442695,,25000,11549,2.164689584
,25000,11539,2.16656556,,25000,11564,2.161881702
,25000,11545,2.165439584,,25000,11546,2.165252035
,25000,11550,2.164502165,,25000,11520,2.170138889
,25000,11516,2.170892671,,25000,11525,2.169197397
,25000,11541,2.166190105,,25000,11521,2.169950525
,25000,11523,2.169573896,,25000,11530,2.168256722
,25000,11543,2.16581478,,25000,11518,2.170515715
,30000,13768,2.178965718,,30000,13759,2.180391017
,30000,13802,2.173598029,,30000,13772,2.178332849
,30000,13737,2.183882944,,30000,13784,2.176436448
,30000,13779,2.177226214,,30000,13782,2.176752286
,30000,13767,2.179123992,,30000,13767,2.179123992
,30000,13750,2.181818182,,30000,13762,2.17991571
,30000,13754,2.181183656,,30000,13751,2.181659516
,30000,13796,2.174543346,,30000,13775,2.177858439
,30000,13748,2.182135583,,30000,13783,2.176594355
,30000,13762,2.17991571,,30000,13771,2.178491032
,30000,13739,2.183565034,,30000,13800,2.173913043
,30000,13779,2.177226214,,30000,13773,2.17817469
,30000,13740,2.183406114,,30000,13779,2.177226214
,30000,13783,2.176594355,,30000,13788,2.175805048
,30000,13756,2.180866531,,30000,13764,2.179598954
,30000,13764,2.179598954,,30000,13812,2.172024327
,30000,13779,2.177226214,,30000,13772,2.178332849
,30000,13791,2.175331738,,30000,13758,2.180549498
,30000,13786,2.176120702,,30000,13755,2.181025082
,30000,13759,2.180391017,,30000,13792,2.175174014
,30000,13762,2.17991571,,30000,13777,2.177542281
,30000,13756,2.180866531,,30000,13768,2.178965718
,30000,13754,2.181183656,,30000,13790,2.175489485
,30000,13776,2.177700348,,30000,13731,2.18483723
,30000,13782,2.176752286,,30000,13798,2.174228149
,30000,13755,2.181025082,,30000,13751,2.181659516
,30000,13772,2.178332849,,30000,13785,2.176278564
,30000,13758,2.180549498,,30000,13793,2.175016313
,30000,13776,2.177700348,,30000,13790,2.175489485
,30000,13739,2.183565034,,30000,13773,2.17817469
,30000,13783,2.176594355,,30000,13744,2.182770664
,30000,13753,2.181342253,,30000,13796,2.174543346
,30000,13739,2.183565034,,30000,13748,2.182135583
,30000,13767,2.179123992,,30000,13721,2.186429561
,30000,13770,2.178649237,,30000,13765,2.17944061
,30000,13728,2.185314685,,30000,13774,2.178016553
,30000,13760,2.180232558,,30000,13783,2.176594355
,30000,13764,2.179598954,,30000,13769,2.178807466
,30000,13779,2.177226214,,30000,13791,2.175331738
,30000,13748,2.182135583,,30000,13778,2.177384236
,30000,13779,2.177226214,,30000,13786,2.176120702
,30000,13800,2.173913043,,30000,13740,2.183406114
,30000,13758,2.180549498,,30000,13766,2.17928229
,30000,13757,2.180708003,,30000,13791,2.175331738
,30000,13722,2.186270223,,30000,13785,2.176278564
,30000,13783,2.176594355,,30000,13784,2.176436448
,30000,13747,2.182294319,,30000,13784,2.176436448
,30000,13776,2.177700348,,30000,13743,2.182929491
,30000,13722,2.186270223,,30000,13756,2.180866531
,30000,13747,2.182294319,,30000,13754,2.181183656
,30000,13761,2.180074123,,30000,13787,2.175962864
,30000,13776,2.177700348,,30000,13804,2.173283106
,30000,13773,2.17817469,,30000,13774,2.178016553
,30000,13752,2.181500873,,30000,13773,2.17817469
,30000,13766,2.17928229,,30000,13789,2.175647255
,30000,13739,2.183565034,,30000,13748,2.182135583
,30000,13766,2.17928229,,30000,13765,2.17944061
,30000,13783,2.176594355,,30000,13764,2.179598954
,30000,13768,2.178965718,,30000,13799,2.174070585
,30000,13772,2.178332849,,30000,13763,2.17975732
,30000,13753,2.181342253,,30000,13758,2.180549498
,30000,13777,2.177542281,,30000,13803,2.173440556
,30000,13770,2.178649237,,30000,13780,2.177068215
,30000,13749,2.181976871,,30000,13756,2.180866531
,30000,13773,2.17817469,,30000,13773,2.17817469
,30000,13749,2.181976871,,30000,13782,2.176752286
,30000,13766,2.17928229,,30000,13764,2.179598954
,30000,13772,2.178332849,,30000,13749,2.181976871
,30000,13766,2.17928229,,30000,13784,2.176436448
,30000,13769,2.178807466,,30000,13776,2.177700348
,30000,13756,2.180866531,,30000,13776,2.177700348
,30000,13763,2.17975732,,30000,13781,2.176910239
,30000,13776,2.177700348,,30000,13778,2.177384236
,30000,13754,2.181183656,,30000,13746,2.182453077
,30000,13757,2.180708003,,30000,13797,2.174385736
,30000,13761,2.180074123,,30000,13778,2.177384236
,30000,13739,2.183565034,,30000,13764,2.179598954
,30000,13770,2.178649237,,30000,13718,2.186907712
,30000,13773,2.17817469,,30000,13777,2.177542281
,30000,13772,2.178332849,,30000,13793,2.175016313
,30000,13787,2.175962864,,30000,13797,2.174385736
,30000,13746,2.182453077,,30000,13782,2.176752286
,30000,13764,2.179598954,,30000,13738,2.183723977
,30000,13784,2.176436448,,30000,13754,2.181183656
,30000,13768,2.178965718,,30000,13789,2.175647255
,30000,13777,2.177542281,,30000,13786,2.176120702
,30000,13737,2.183882944,,30000,13785,2.176278564
,30000,13728,2.185314685,,30000,13765,2.17944061
,30000,13755,2.181025082,,30000,13751,2.181659516
,30000,13727,2.185473884,,30000,13775,2.177858439
,30000,13808,2.172653534,,30000,13768,2.178965718
,30000,13775,2.177858439,,30000,13744,2.182770664
,30000,13767,2.179123992,,30000,13759,2.180391017
,30000,13776,2.177700348,,30000,13756,2.180866531
,30000,13759,2.180391017,,30000,13782,2.176752286
,30000,13790,2.175489485,,30000,13767,2.179123992
,30000,13789,2.175647255,,30000,13748,2.182135583
,30000,13761,2.180074123,,30000,13779,2.177226214
,30000,13760,2.180232558,,30000,13784,2.176436448
,30000,13787,2.175962864,,30000,13764,2.179598954
,35000,16028,2.183678563,,35000,15995,2.188183807
,35000,15959,2.19311987,,35000,16012,2.185860605
,35000,16002,2.187226597,,35000,16012,2.185860605
,35000,16001,2.18736329,,35000,16004,2.186953262
,35000,15959,2.19311987,,35000,16007,2.186543387
,35000,15982,2.189963709,,35000,16002,2.187226597
,35000,15979,2.190374867,,35000,16021,2.18463267
,35000,15981,2.190100745,,35000,15967,2.192021043
,35000,15985,2.189552706,,35000,15958,2.1932573
,35000,15986,2.189415739,,35000,15978,2.190511954
,35000,16018,2.185041828,,35000,15990,2.188868043
,35000,15967,2.192021043,,35000,15980,2.190237797
,35000,15950,2.194357367,,35000,16012,2.185860605
,35000,16011,2.185997127,,35000,16016,2.185314685
,35000,16015,2.18545114,,35000,15974,2.191060473
,35000,15969,2.191746509,,35000,16014,2.185587611
,35000,15961,2.19284506,,35000,16030,2.183406114
,35000,15992,2.188594297,,35000,16027,2.183814813
,35000,15988,2.189141856,,35000,15982,2.189963709
,35000,15980,2.190237797,,35000,15990,2.188868043
,35000,16006,2.186679995,,35000,16004,2.186953262
,35000,15981,2.190100745,,35000,15966,2.192158336
,35000,15995,2.188183807,,35000,15978,2.190511954
,35000,15975,2.190923318,,35000,16006,2.186679995
,35000,15975,2.190923318,,35000,15966,2.192158336
,35000,15996,2.188047012,,35000,16030,2.183406114
,35000,15971,2.191472043,,35000,16004,2.186953262
,35000,15976,2.190786179,,35000,16012,2.185860605
,35000,16018,2.185041828,,35000,16005,2.18681662
,35000,16003,2.187089921,,35000,15996,2.188047012
,35000,15971,2.191472043,,35000,15956,2.193532214
,35000,15989,2.189004941,,35000,16001,2.18736329
,35000,16005,2.18681662,,35000,16020,2.184769039
,35000,15996,2.188047012,,35000,15968,2.191883768
,35000,15983,2.189826691,,35000,16004,2.186953262
,35000,15976,2.190786179,,35000,16005,2.18681662
,35000,15995,2.188183807,,35000,15979,2.190374867
,35000,15991,2.188731161,,35000,15981,2.190100745
,35000,16021,2.18463267,,35000,15988,2.189141856
,35000,15994,2.18832062,,35000,16001,2.18736329
,35000,16018,2.185041828,,35000,15993,2.18845745
,35000,15995,2.188183807,,35000,16027,2.183814813
,35000,15994,2.18832062,,35000,15999,2.187636727
,35000,16036,2.182589174,,35000,15994,2.18832062
,35000,16042,2.181772846,,35000,16001,2.18736329
,35000,16007,2.186543387,,35000,15998,2.187773472
,35000,15986,2.189415739,,35000,16019,2.184905425
,35000,16006,2.186679995,,35000,15989,2.189004941
,35000,15952,2.194082247,,35000,16002,2.187226597
,35000,15983,2.189826691,,35000,15963,2.192570319
,35000,15973,2.191197646,,35000,16017,2.185178248
,35000,15995,2.188183807,,35000,15989,2.189004941
,35000,15992,2.188594297,,35000,15973,2.191197646
,35000,15977,2.190649058,,35000,15987,2.189278789
,35000,16009,2.186270223,,35000,16015,2.18545114
,35000,15974,2.191060473,,35000,15987,2.189278789
,35000,15977,2.190649058,,35000,15999,2.187636727
,35000,16013,2.185724099,,35000,16010,2.186133666
,35000,16002,2.187226597,,35000,16031,2.183269915
,35000,15960,2.192982456,,35000,15991,2.188731161
,35000,15992,2.188594297,,35000,15972,2.191334836
,35000,15969,2.191746509,,35000,16008,2.186406797
,35000,15991,2.188731161,,35000,15976,2.190786179
,35000,16007,2.186543387,,35000,15998,2.187773472
,35000,15963,2.192570319,,35000,16009,2.186270223
,35000,15983,2.189826691,,35000,16012,2.185860605
,35000,15971,2.191472043,,35000,16017,2.185178248
,35000,15975,2.190923318,,35000,15986,2.189415739
,35000,15983,2.189826691,,35000,15979,2.190374867
,35000,16020,2.184769039,,35000,16010,2.186133666
,35000,15978,2.190511954,,35000,16038,2.182316997
,35000,15969,2.191746509,,35000,15977,2.190649058
,35000,15946,2.194907814,,35000,16016,2.185314685
,35000,15967,2.192021043,,35000,15999,2.187636727
,35000,15958,2.1932573,,35000,16024,2.184223665
,35000,15994,2.18832062,,35000,15985,2.189552706
,35000,16011,2.185997127,,35000,15973,2.191197646
,35000,15977,2.190649058,,35000,16021,2.18463267
,35000,15996,2.188047012,,35000,16021,2.18463267
,35000,16007,2.186543387,,35000,15927,2.197526213
,35000,15995,2.188183807,,35000,15968,2.191883768
,35000,15971,2.191472043,,35000,16007,2.186543387
,35000,16005,2.18681662,,35000,15980,2.190237797
,35000,15959,2.19311987,,35000,15990,2.188868043
,35000,15977,2.190649058,,35000,15987,2.189278789
,35000,15968,2.191883768,,35000,15985,2.189552706
,35000,16019,2.184905425,,35000,15984,2.18968969
,35000,15981,2.190100745,,35000,15978,2.190511954
,35000,15997,2.187910233,,35000,15984,2.18968969
,35000,16017,2.185178248,,35000,15969,2.191746509
,35000,15998,2.187773472,,35000,15972,2.191334836
,35000,15984,2.18968969,,35000,15956,2.193532214
,35000,15979,2.190374867,,35000,15966,2.192158336
,35000,15998,2.187773472,,35000,15987,2.189278789
,35000,15988,2.189141856,,35000,15978,2.190511954
,35000,16032,2.183133733,,35000,15963,2.192570319
,35000,16039,2.182180934,,35000,15969,2.191746509
,35000,15973,2.191197646,,35000,15991,2.188731161
,35000,16010,2.186133666,,35000,15993,2.18845745
,35000,15976,2.190786179,,35000,15980,2.190237797
,40000,18212,2.196354052,,40000,18176,2.200704225
,40000,18199,2.197922963,,40000,18191,2.198889561
,40000,18183,2.199857009,,40000,18211,2.196474658
,40000,18181,2.200099004,,40000,18225,2.19478738
,40000,18170,2.20143093,,40000,18189,2.199131343
,40000,18189,2.199131343,,40000,18245,2.192381474
,40000,18211,2.196474658,,40000,18194,2.198526987
,40000,18180,2.200220022,,40000,18244,2.192501644
,40000,18203,2.197439982,,40000,18195,2.198406156
,40000,18210,2.196595277,,40000,18203,2.197439982
,40000,18204,2.19731927,,40000,18232,2.193944713
,40000,18172,2.201188642,,40000,18232,2.193944713
,40000,18220,2.195389682,,40000,18236,2.193463479
,40000,18191,2.198889561,,40000,18215,2.195992314
,40000,18217,2.195751221,,40000,18202,2.197560708
,40000,18206,2.197077886,,40000,18207,2.196957214
,40000,18234,2.193704069,,40000,18212,2.196354052
,40000,18168,2.201673272,,40000,18234,2.193704069
,40000,18201,2.197681446,,40000,18221,2.195269195
,40000,18220,2.195389682,,40000,18182,2.199978
,40000,18197,2.198164533,,40000,18216,2.195871761
,40000,18211,2.196474658,,40000,18170,2.20143093
,40000,18229,2.194305777,,40000,18204,2.19731927
,40000,18195,2.198406156,,40000,18185,2.199615067
,40000,18233,2.193824384,,40000,18196,2.198285337
,40000,18235,2.193583767,,40000,18223,2.195028261
,40000,18202,2.197560708,,40000,18181,2.200099004
,40000,18166,2.201915667,,40000,18220,2.195389682
,40000,18183,2.199857009,,40000,18174,2.200946407
,40000,18246,2.192261318,,40000,18184,2.199736032
,40000,18193,2.198647832,,40000,18220,2.195389682
,40000,18186,2.199494116,,40000,18206,2.197077886
,40000,18178,2.200462097,,40000,18252,2.191540653
,40000,18209,2.19671591,,40000,18252,2.191540653
,40000,18205,2.197198572,,40000,18188,2.199252254
,40000,18190,2.199010445,,40000,18195,2.198406156
,40000,18138,2.205314809,,40000,18195,2.198406156
,40000,18220,2.195389682,,40000,18160,2.202643172
,40000,18203,2.197439982,,40000,18230,2.194185409
,40000,18218,2.195630695,,40000,18206,2.197077886
,40000,18224,2.194907814,,40000,18177,2.200583155
,40000,18212,2.196354052,,40000,18208,2.196836555
,40000,18164,2.202158115,,40000,18196,2.198285337
,40000,18219,2.195510182,,40000,18232,2.193944713
,40000,18193,2.198647832,,40000,18228,2.194426158
,40000,18218,2.195630695,,40000,18207,2.196957214
,40000,18190,2.199010445,,40000,18204,2.19731927
,40000,18195,2.198406156,,40000,18199,2.197922963
,40000,18205,2.197198572,,40000,18196,2.198285337
,40000,18207,2.196957214,,40000,18205,2.197198572
,40000,18174,2.200946407,,40000,18169,2.201552094
,40000,18224,2.194907814,,40000,18186,2.199494116
,40000,18214,2.19611288,,40000,18199,2.197922963
,40000,18185,2.199615067,,40000,18196,2.198285337
,40000,18212,2.196354052,,40000,18195,2.198406156
,40000,18208,2.196836555,,40000,18214,2.19611288
,40000,18214,2.19611288,,40000,18213,2.19623346
,40000,18159,2.202764469,,40000,18238,2.193222941
,40000,18238,2.193222941,,40000,18228,2.194426158
,40000,18204,2.19731927,,40000,18170,2.20143093
,40000,18205,2.197198572,,40000,18199,2.197922963
,40000,18203,2.197439982,,40000,18214,2.19611288
,40000,18192,2.19876869,,40000,18216,2.195871761
,40000,18207,2.196957214,,40000,18220,2.195389682
,40000,18183,2.199857009,,40000,18193,2.198647832
,40000,18188,2.199252254,,40000,18220,2.195389682
,40000,18201,2.197681446,,40000,18189,2.199131343
,40000,18189,2.199131343,,40000,18197,2.198164533
,40000,18173,2.201067518,,40000,18210,2.196595277
,40000,18169,2.201552094,,40000,18208,2.196836555
,40000,18177,2.200583155,,40000,18216,2.195871761
,40000,18191,2.198889561,,40000,18188,2.199252254
,40000,18212,2.196354052,,40000,18240,2.192982456
,40000,18199,2.197922963,,40000,18199,2.197922963
,40000,18195,2.198406156,,40000,18237,2.193343203
,40000,18222,2.195148721,,40000,18206,2.197077886
,40000,18202,2.197560708,,40000,18211,2.196474658
,40000,18176,2.200704225,,40000,18219,2.195510182
,40000,18195,2.198406156,,40000,18201,2.197681446
,40000,18180,2.200220022,,40000,18201,2.197681446
,40000,18204,2.19731927,,40000,18211,2.196474658
,40000,18223,2.195028261,,40000,18242,2.192742024
,40000,18205,2.197198572,,40000,18202,2.197560708
,40000,18185,2.199615067,,40000,18224,2.194907814
,40000,18205,2.197198572,,40000,18175,2.200825309
,40000,18198,2.198043741,,40000,18237,2.193343203
,40000,18221,2.195269195,,40000,18208,2.196836555
,40000,18202,2.197560708,,40000,18219,2.195510182
,40000,18189,2.199131343,,40000,18229,2.194305777
,40000,18218,2.195630695,,40000,18188,2.199252254
,40000,18197,2.198164533,,40000,18158,2.20288578
,40000,18220,2.195389682,,40000,18184,2.199736032
,40000,18227,2.194546552,,40000,18161,2.202521888
,40000,18192,2.19876869,,40000,18197,2.198164533
,40000,18203,2.197439982,,40000,18235,2.193583767
,40000,18200,2.197802198,,40000,18218,2.195630695
,40000,18167,2.201794462,,40000,18206,2.197077886
,40000,18208,2.196836555,,40000,18194,2.198526987
,40000,18206,2.197077886,,40000,18195,2.198406156
,40000,18200,2.197802198,,40000,18229,2.194305777
