File Name,File Size,Zipped File Size (Non-BWT Text),Compression Ratio (Non-BWT Text),File Size,File Name,Zipped File Size (BWT Text),Compression Ratio (BWT Text)
,40000,6862,5.829204314,40000,,6853,5.836859769
,40000,6841,5.847098377,40000,,6823,5.862523817
,40000,6810,5.873715125,40000,,6853,5.836859769
,40000,6831,5.85565803,40000,,6836,5.851375073
,40000,6837,5.850519234,40000,,6861,5.830053928
,40000,6828,5.858230814,40000,,6888,5.807200929
,40000,6858,5.832604258,40000,,6841,5.847098377
,40000,6832,5.854800937,40000,,6829,5.857372968
,40000,6820,5.865102639,40000,,6841,5.847098377
,40000,6871,5.821568913,40000,,6794,5.887547836
,40000,6803,5.87975893,40000,,6850,5.839416058
,40000,6828,5.858230814,40000,,6853,5.836859769
,40000,6815,5.869405723,40000,,6838,5.849663644
